date,tv,digital_video,search,social,display,audio,print_mail,sales,consumer_sentiment,gas_price,store_count,markdown,hol_blackfriday,hol_christmas,hol_thanksgiving,hol_july4,hol_primeday
2017-08-06,91874.26,17506.1,363711.72,80951.06,126712.69,94380.62999999999,217633.40000000002,103941494.7,96.79999999999998,2.4920000000000004,600.0,0.6371111039999999,0,0,0,0,0
2017-08-13,110345.99,21142.23,503028.6,156494.62,251938.23,67899.35,513162.63,98364761.95,96.79999999999998,2.497,600.0,0.6484710497142856,0,0,0,0,0
2017-08-20,18500.86,8600.36,302972.74,55762.92,293888.82,56968.75,1508026.8499999999,54894314.06,96.79999999999998,2.474,600.0,0.6346445868571429,0,0,0,0,0
2017-08-27,61601.13,26458.5,689333.62,72825.65,132608.18,79087.65,278210.37,60948305.59,95.1,2.5130000000000003,600.0,0.6693830498571429,0,0,0,0,0
2017-09-03,106269.31,14655.77,394051.38,112427.4,189047.83,116977.45999999999,824369.35,110656088.05,95.1,2.7939999999999996,600.0,0.6577347769999999,0,0,0,0,0
2017-09-10,307363.43,25783.84,324989.33,257022.85,352016.27,98468.48,1179701.74,101276096.59,95.1,2.8000000000000003,600.0,0.6704899244285715,0,0,0,0,0
2017-09-17,146448.06,21807.68,449599.33,190000.6,515940.59,80248.04,736870.45,133894724.3,95.1,2.75,600.0,0.681056023,0,0,0,0,0
2017-09-24,100435.81,22159.97,358332.95,105901.41,227941.12,56558.03,1487127.6800000002,107223097.12,95.1,2.701,600.0,0.6655906241428571,0,0,0,0,0
2017-10-01,114104.82,29120.69,652846.69,97785.99,357118.61,188633.16,503851.11,66027466.0,100.70000000000002,2.6819999999999995,600.0,0.7325592704285714,0,0,0,0,0
2017-10-08,22128.32,33453.52,711275.6,227013.91,311120.08,180180.23,734545.6099999999,113532226.32,100.70000000000002,2.622,600.0,0.7202949882857141,0,0,0,0,0
2017-10-15,79226.73,14296.37,741559.76,212804.78,292374.5,102242.68999999999,1087123.99,115884633.74,100.70000000000002,2.605,600.0,0.6855411608571428,0,0,0,0,0
2017-10-22,39247.87,29651.49,614044.77,94820.48,322162.74,147054.56,364006.64999999997,62538333.33,100.70000000000002,2.594,600.0,0.6844957912857141,0,0,0,0,0
2017-10-29,29543.12,24837.91,710020.66,215549.45,272728.15,66380.51,1462502.08,104560110.54,98.5,2.602,600.0,0.6988949644285714,0,0,0,0,0
2017-11-05,100603.78,21709.21,821685.68,428902.43,499330.01,177611.21000000002,583153.06,87707645.19,98.5,2.673,600.0,0.7339771905714287,0,0,0,0,0
2017-11-12,328126.91,87157.59,1074628.03,285339.89,304305.37,182056.08,1092850.72,90804140.6,98.5,2.7060000000000004,600.0,0.8018746527142858,0,0,0,0,0
2017-11-19,410842.55,55893.26,2242504.74,411024.47,396876.12,131519.57,390811.28,171018479.04,98.5,2.6830000000000003,600.0,0.8547027367142856,1,0,1,0,0
2017-11-26,318413.54,37435.1,2459696.73,427677.86,383876.63,136564.81,1115027.29,240828463.28,95.9,2.648,599.8571428571429,0.8123139972857142,0,0,0,0,0
2017-12-03,437867.86,63758.47,3006686.76,202121.66,695750.18,40538.18,1212310.75,212402431.68,95.9,2.6170000000000004,599.0,0.7809264785714285,0,0,0,0,0
2017-12-10,862885.39,48231.73,1665721.67,277739.91,674551.41,225067.75999999998,757187.38,155429089.35,95.9,2.6010000000000004,599.0,0.7942931052857143,0,0,0,0,0
2017-12-17,530392.0,91087.88,1247222.06,233469.52,588936.27,255289.43,1451743.9200000002,342807746.41,95.9,2.568,599.0,0.7767084221428571,0,0,0,0,0
2017-12-24,157746.5,10785.78,750086.99,151297.61,320961.09,168648.55,571713.32,183923434.59,95.9,2.589,599.0,0.7598173167142857,0,1,0,0,0
2017-12-31,5108.33,0.0,478471.37,108724.47,164951.67,68211.56,97054.22,104469430.63,95.70000000000002,2.637,599.0,0.6940835257142857,0,0,0,0,0
2018-01-07,60860.28,6294.12,506705.63,121223.93,93380.64,83119.18000000001,232018.95,96557190.21,95.70000000000002,2.639,599.0,0.6982958232857142,0,0,0,0,0
2018-01-14,3912.72,2975.0,269420.77,130223.87,185945.89,108605.81,91844.76999999999,49937851.34,95.70000000000002,2.673,599.0,0.6978480855714286,0,0,0,0,0
2018-01-21,0.0,2975.0,415578.7,127741.8,98918.0,88542.94,1079093.3499999999,45316510.85,95.70000000000002,2.6839999999999997,599.0,0.6505886538571428,0,0,0,0,0
2018-01-28,43605.44,3855.62,780468.13,68092.25,88079.77,116036.18,702461.6099999999,51646819.25,95.70000000000002,2.7230000000000003,599.0,0.7034820778571429,0,0,0,0,0
2018-02-04,60290.77,30429.53,700469.02,180952.39,126221.1,174913.85,494300.26,67773826.54,99.70000000000002,2.753,599.0,0.7395981664285713,0,0,0,0,0
2018-02-11,108489.96,18978.62,645920.26,168551.49,212169.86,156646.02,664488.07,67762285.49,99.70000000000002,2.724,599.0,0.730115717142857,0,0,0,0,0
2018-02-18,70139.68,6229.47,402218.9,108425.88,142446.91,127640.94,67517.67,106544924.28,99.70000000000002,2.676,599.0,0.6777187347142855,0,0,0,0,0
2018-02-25,42981.09,688.1,342444.97,50121.84,123249.7,145920.48,744807.0,92857789.33,99.70000000000002,2.6660000000000004,599.0,0.6437965031428571,0,0,0,0,0
2018-03-04,9223.92,18448.0,600744.23,143463.91,93282.7,103245.73000000001,350117.41,98332911.67,101.4,2.6789999999999994,599.0,0.6530892521428573,0,0,0,0,0
2018-03-11,112888.06,18297.04,320995.94,190657.74,185121.85,149651.85,1476632.42,59546110.3,101.4,2.677,599.0,0.6647160512857142,0,0,0,0,0
2018-03-18,104671.48,9193.23,942781.69,188403.37,204226.46,193259.59,214307.36000000002,150549332.33,101.4,2.7160000000000006,599.0,0.7210995600000001,0,0,0,0,0
2018-03-25,102907.52,14503.16,406992.37,126069.2,364832.31,174281.51,1032142.7,123119036.08,101.4,2.764,599.0,0.7125220809999999,0,0,0,0,0
2018-04-01,97361.73,13175.78,721182.11,126800.48,133175.81,154129.8,145780.64,62677347.57,101.4,2.817,599.0,0.8051204332857143,0,0,0,0,0
2018-04-08,36970.13,61042.98,380135.42,200049.43,147654.1,169673.13999999998,110036.81,102024654.89,98.79999999999998,2.8110000000000004,599.0,0.7181568454285714,0,0,0,0,0
2018-04-15,52529.2,7397.11,367261.21,206056.87,317123.6,81855.52,519789.81,110740225.86,98.79999999999998,2.863,599.0,0.6884603608571429,0,0,0,0,0
2018-04-22,40111.5,3630.5,417868.32,153864.29,323703.25,35301.06,1323225.21,131468079.01,98.79999999999998,2.9139999999999997,599.0,0.6624952552857143,0,0,0,0,0
2018-04-29,215406.93,12991.09,638848.9,316760.29,201548.59,107417.06,1555225.24,139383055.75,98.79999999999998,2.9610000000000007,599.0,0.7461646721428572,0,0,0,0,0
2018-05-06,332368.07,35196.03,557828.6,135789.51,365806.42,111763.40000000001,157494.17,92512257.34,98.0,2.9600000000000004,599.0,0.7223992765714284,0,0,0,0,0
2018-05-13,155836.59,25299.12,372034.2,107583.06,351807.5,246724.80000000002,583389.92,118078328.09,98.0,2.9490000000000003,599.0,0.7074033995714286,0,0,0,0,0
2018-05-20,193193.35,28235.47,463744.06,196400.61,269152.14,222518.41,49316.79,117496605.46,98.0,2.9989999999999988,599.0,0.7078847978571428,0,0,0,0,0
2018-05-27,151220.83,9203.28,870975.66,85050.2,170096.02,160857.55000000002,671310.7499999999,73625299.55,98.0,3.0389999999999997,599.0,0.741472307,0,0,0,0,0
2018-06-03,59390.36,5450.96,380479.64,276175.07,406490.01,235938.6,869869.8500000001,59528136.68,98.20000000000002,3.018,599.0,0.7118524721428572,0,0,0,0,0
2018-06-10,336540.88,21036.31,888311.42,274468.62,429245.93,195748.06,478506.42000000004,89482670.19,98.20000000000002,2.9890000000000003,599.0,0.7647193394285715,0,0,0,0,0
2018-06-17,32459.93,9525.6,669346.8,256910.84,508567.2,88042.66,66273.01000000001,104742177.12,98.20000000000002,2.9580000000000006,599.0,0.7107759381428571,0,0,0,0,0
2018-06-24,76449.02,9945.29,417753.32,290762.61,388997.51,48010.78,506511.47000000003,102279821.48,98.20000000000002,2.9130000000000003,599.0,0.7213132558571428,0,0,0,0,0
2018-07-01,106915.43,5698.4,1069549.96,127450.1,367134.78,85230.14,49717.17,66717386.49,98.20000000000002,2.924,599.0,0.7873867844285714,0,0,0,1,0
2018-07-08,38880.62,14408.25,882521.03,51395.55,229922.46,114780.61,31610.68,117429974.43,97.9,2.9370000000000003,599.0,0.830290229,0,0,0,0,1
2018-07-15,58461.7,9790.4,737018.14,123897.22,147652.74,140549.02000000002,513301.72,64038606.38,97.9,2.9430000000000005,599.0,0.7460665292857143,0,0,0,0,0
2018-07-22,13895.66,1039.56,507774.28,136457.71,143210.12,68175.57,712086.12,53569648.92,97.9,2.9110000000000005,599.0,0.6325311092857144,0,0,0,0,0
2018-07-29,959.12,259.89,325930.71,76394.95,145462.23,7734.64,58332.670000000006,99429060.81,97.9,2.924,599.0,0.6884415974285714,0,0,0,0,0
